,Artist name,Title of Artwork,Artwork type,Auction,Location,Closed date,Currency,low Estimate,high Estimate,Price realised,Details,Website link
99,CLAUDE MONET,"meule, soleil couchant",Impressionist & Modern Art,Sotheby's,London,6 February 2014 ,GBP,100000,150000,662500,,https://www.sothebys.com/en/auctions/ecatalogue/2014/impressionist-modern-art-day-sale-l14004/lot.142.html
100,CLAUDE MONET,pavots rouge et rose,Impressionist & Modern Art,Sotheby's,London,5 February 2014 ,GBP,900000,1200000,986500,,https://www.sothebys.com/en/auctions/ecatalogue/2014/impressionist-modern-art-evening-sale-l14002/lot.78.html
101,CLAUDE MONET,"au bord du fjord, près christiania",Impressionist & Modern Art,Sotheby's,London,5 February 2014 ,GBP,1200000,1800000,2154500,,https://www.sothebys.com/en/auctions/ecatalogue/2014/impressionist-modern-art-evening-sale-l14002/lot.47.html
102,CLAUDE MONET,le fort d'antibes,Impressionist & Modern Art,Sotheby's,London,5 February 2014 ,GBP,450000,650000,1118500,,https://www.sothebys.com/en/auctions/ecatalogue/2014/impressionist-modern-art-evening-sale-l14002/lot.86.html
103,CLAUDE MONET,"glaçons, effet blanc",Impressionist & Modern Art,Sotheby's,New York,6 November 2013 ,USD,9000000,14000000,16125000,,https://www.sothebys.com/en/auctions/ecatalogue/2013/impressionist-modern-art-evening-sale-n09035/lot.32.html
104,CLAUDE MONET,"coucher de soleil à pourville, pleine mer",Impressionist & Modern Art,Sotheby's,New York,6 November 2013 ,USD,1500000,2500000,4645000,,https://www.sothebys.com/en/auctions/ecatalogue/2013/impressionist-modern-art-evening-sale-n09035/lot.21.html
105,CLAUDE MONET,chevaux à la pointe de la hève,Impressionist & Modern Art,Sotheby's,New York,6 November 2013 ,USD,1500000,2000000,2741000,,https://www.sothebys.com/en/auctions/ecatalogue/2013/impressionist-modern-art-evening-sale-n09035/lot.55.html
106,CLAUDE MONET,barque échouée près de sainte-adresse,Impressionist & Modern Art,Sotheby's,London,20 June 2013 ,GBP,70000,100000,152500,,https://www.sothebys.com/en/auctions/ecatalogue/2013/impressionist-and-modern-works-on-paper-l13008/lot.172.html
107,CLAUDE MONET,"l'église de vernon, temps gris",Impressionist & Modern Art,Sotheby's,London,19 June 2013 ,GBP,3000000,4000000,4562500,,https://www.sothebys.com/en/auctions/ecatalogue/2013/impressionist-modern-art-evening-sale-l13006/lot.61.html
108,CLAUDE MONET,le palais contarini,Impressionist & Modern Art,Sotheby's,London,19 June 2013 ,GBP,15000000,20000000,19682500,,https://www.sothebys.com/en/auctions/ecatalogue/2013/impressionist-modern-art-evening-sale-l13006/lot.42.html
109,CLAUDE MONET,le pont de bois,Impressionist & Modern Art,Sotheby's,London,19 June 2013 ,GBP,4000000,6000000,6242500,,https://www.sothebys.com/en/auctions/ecatalogue/2013/impressionist-modern-art-evening-sale-l13006/lot.56.html
110,CLAUDE MONET,"lettre autographe signée à antoine vollon. datée à ""giverny, le 23 nov. 89.""",Books & Manuscripts,Sotheby's,Paris,29 May 2013 ,EUR,4000,6000,10000,"2 pages in-8 (180 x 112 mm), sur un double feuillet à l'encre violette. Pliure partiellement déchirée.",https://www.sothebys.com/en/auctions/ecatalogue/2013/livres-et-manuscrits/lot.71.html
111,CLAUDE MONET,automne à jeufosse,Impressionist & Modern Art,Sotheby's,New York,7 May 2013 ,USD,2000000,3000000,4869000,,https://www.sothebys.com/en/auctions/ecatalogue/2013/impressionist-modern-art-evening-sale-n08987/lot.22.html
112,CLAUDE MONET,chemin dans le brouillard,Impressionist & Modern Art,Sotheby's,New York,7 May 2013 ,USD,1800000,2500000,3189000,,https://www.sothebys.com/en/auctions/ecatalogue/2013/impressionist-modern-art-evening-sale-n08987/lot.63.html
113,CLAUDE MONET,poirier en fleurs,Impressionist & Modern Art,Sotheby's,New York,7 May 2013 ,USD,5000000,7000000,8565000,,https://www.sothebys.com/en/auctions/ecatalogue/2013/impressionist-modern-art-evening-sale-n08987/lot.27.html
114,CLAUDE MONET,la seine à port-villez,Impressionist & Modern Art,Sotheby's,London,6 February 2013 ,GBP,90000,120000,133250,,https://www.sothebys.com/en/auctions/ecatalogue/2013/impressionist-modern-art-day-sale-l13004/lot.374.html
115,CLAUDE MONET,un moulin à zaandam,Impressionist & Modern Art,Sotheby's,London,5 February 2013 ,GBP,800000,1200000,1105250,,https://www.sothebys.com/en/auctions/ecatalogue/2013/impressionist-modern-art-evening-sale-l13002/lot.15.html
116,CLAUDE MONET,nymphéas avec reflets de hautes herbes,Impressionist & Modern Art,Sotheby's,London,5 February 2013 ,GBP,12000000,18000000,9001250,,https://www.sothebys.com/en/auctions/ecatalogue/2013/impressionist-modern-art-evening-sale-l13002/lot.20.html
117,CLAUDE MONET,le givre à giverny,Impressionist & Modern Art,Sotheby's,London,5 February 2013 ,GBP,4000000,6000000,8777250,,https://www.sothebys.com/en/auctions/ecatalogue/2013/impressionist-modern-art-evening-sale-l13002/lot.16.html
118,CLAUDE MONET,champ de blé,Impressionist & Modern Art,Sotheby's,New York,8 November 2012 ,USD,5000000,7000000,12122500,,https://www.sothebys.com/en/auctions/ecatalogue/2012/impressionist-modern-art-evening-sale-n08898/lot.19.html
119,CLAUDE MONET,iris,Impressionist & Modern Art,Sotheby's,New York,8 November 2012 ,USD,4000000,6000000,6130500,,https://www.sothebys.com/en/auctions/ecatalogue/2012/impressionist-modern-art-evening-sale-n08898/lot.22.html
120,CLAUDE MONET,la maison dans les roses,Impressionist & Modern Art,Sotheby's,New York,8 November 2012 ,USD,2500000,3500000,1986500,,https://www.sothebys.com/en/auctions/ecatalogue/2012/impressionist-modern-art-evening-sale-n08898/lot.25.html
121,CLAUDE MONET,"à travers les arbres, île de la grande jatte",Impressionist & Modern Art,Sotheby's,Hong Kong,22–25 June 2012 ,HKD,,,,,https://www.sothebys.com/en/auctions/ecatalogue/2012/corot-to-monet/lot.11.html
122,CLAUDE MONET,falaise de pourville,Impressionist & Modern Art,Sotheby's,Hong Kong,22–25 June 2012 ,HKD,,,,,https://www.sothebys.com/en/auctions/ecatalogue/2012/corot-to-monet/lot.18.html
123,CLAUDE MONET,la route de vétheuil,Impressionist & Modern Art,Sotheby's,Hong Kong,22–25 June 2012 ,HKD,,,,,https://www.sothebys.com/en/auctions/ecatalogue/2012/corot-to-monet/lot.12.html
124,CLAUDE MONET,la seine à bougival,Impressionist & Modern Art,Sotheby's,London,19 June 2012 ,GBP,2200000,3200000,2393250,,https://www.sothebys.com/en/auctions/ecatalogue/2012/impressionist-modern-art-evening-sale-l12006/lot.5.html
125,CLAUDE MONET,"étretat, aiguille et porte d'aval, soleil couchant",Impressionist & Modern Art,Sotheby's,Paris,30 May 2012 ,EUR,250000,350000,300750,,https://www.sothebys.com/en/auctions/ecatalogue/2012/art-impressionniste-et-moderne-pf1206/lot.30.html
126,CLAUDE MONET,homme coiffé d'une casquette,Impressionist & Modern Art,Sotheby's,New York,3 May 2012 ,USD,7000,9000,22500,,https://www.sothebys.com/en/auctions/ecatalogue/2011/impressionist-modern-art-day-sale-n08851/lot.210.html
127,CLAUDE MONET,champ à giverny,Impressionist & Modern Art,Sotheby's,New York,2 May 2012 ,USD,1000000,1500000,2658500,,https://www.sothebys.com/en/auctions/ecatalogue/2012/impressionist-modern-art-evening-sale-n08850/lot.35.html
128,CLAUDE MONET,printemps à vétheuil,Impressionist & Modern Art,Sotheby's,London,8 February 2012 ,GBP,1250000,1750000,1497250,,https://www.sothebys.com/en/auctions/ecatalogue/2012/impressionist-modernt-art-evening-sale-l12002/lot.47.html
129,CLAUDE MONET,l'entrée de giverny en hiver,Impressionist & Modern Art,Sotheby's,London,8 February 2012 ,GBP,4500000,6500000,8217250,,https://www.sothebys.com/en/auctions/ecatalogue/2012/impressionist-modernt-art-evening-sale-l12002/lot.5.html
130,CLAUDE MONET,berges de la seine près de vétheuil,Impressionist & Modern Art,Sotheby's,London,8 February 2012 ,GBP,800000,1200000,2505250,,https://www.sothebys.com/en/auctions/ecatalogue/2012/impressionist-modernt-art-evening-sale-l12002/lot.2.html
131,CLAUDE MONET,"antibes, le fort",Impressionist & Modern Art,Sotheby's,New York,2 November 2011 ,USD,5000000,7000000,9266500,,https://www.sothebys.com/en/auctions/ecatalogue/2011/impressionist-and-modern-art-evening-sale-n08789/lot.9.html
132,CLAUDE MONET,bords de la seine en automne,Impressionist & Modern Art,Sotheby's,New York,2 November 2011 ,USD,1200000,1800000,1650500,,https://www.sothebys.com/en/auctions/ecatalogue/2011/impressionist-and-modern-art-evening-sale-n08789/lot.68.html
133,CLAUDE MONET,nymphéas (fragment),Impressionist & Modern Art,Sotheby's,Paris,1 June 2011 ,EUR,150000,200000,384750,,https://www.sothebys.com/en/auctions/ecatalogue/2011/impressionist-modern-art-pf1106/lot.53.html
134,CLAUDE MONET,la seine à argenteuil,Impressionist & Modern Art,Sotheby's,New York,3 May 2011 ,USD,6000000,8000000,6242500,,https://www.sothebys.com/en/auctions/ecatalogue/2011/impressionist-modern-art-evening-sale-n08741/lot.32.html
135,CLAUDE MONET,"argenteuil, fin d'après-midi",Impressionist & Modern Art,Sotheby's,London,8 February 2011 ,GBP,3500000,4500000,3401250,,https://www.sothebys.com/en/auctions/ecatalogue/2011/impressionist-modern-art-evening-sale-l11002/lot.15.html
136,CLAUDE MONET,les patineurs à giverny,Impressionist & Modern Art,Sotheby's,New York,3 November 2010 ,USD,700000,1000000,1172500,,https://www.sothebys.com/en/auctions/ecatalogue/2010/impressionist-modern-art-day-sale-n08676/lot.126.html
137,CLAUDE MONET,"étretat, falaise d'aval",Impressionist & Modern Art,Sotheby's,New York,3 November 2010 ,USD,300000,400000,746500,,https://www.sothebys.com/en/auctions/ecatalogue/2010/impressionist-modern-art-day-sale-n08676/lot.134.html
138,CLAUDE MONET,le bassin aux nymphéas,Impressionist & Modern Art,Sotheby's,New York,2 November 2010 ,USD,20000000,30000000,24722500,,https://www.sothebys.com/en/auctions/ecatalogue/2010/impressionist-modern-art-evening-sale-n08675/lot.13.html
139,CLAUDE MONET,le saule,Impressionist & Modern Art,Sotheby's,New York,2 November 2010 ,USD,4500000,6500000,6522500,,https://www.sothebys.com/en/auctions/ecatalogue/2010/impressionist-modern-art-evening-sale-n08675/lot.37.html
140,CLAUDE MONET,etude de joncs,Impressionist & Modern Art,Sotheby's,New York,2 November 2010 ,USD,1200000,1800000,2098500,,https://www.sothebys.com/en/auctions/ecatalogue/2010/impressionist-modern-art-evening-sale-n08675/lot.51.html
141,CLAUDE MONET,"paysage, bord de la seine, près de jeufosse (eure)",Impressionist & Modern Art,Sotheby's,London,23 June 2010 ,GBP,100000,150000,241250,,https://www.sothebys.com/en/auctions/ecatalogue/2010/impressionist-modern-art-day-sale-l10007/lot.105.html
142,CLAUDE MONET,"la berge à lavacourt, neige",Impressionist & Modern Art,Sotheby's,London,22 June 2010 ,GBP,1500000,2000000,1609250,,https://www.sothebys.com/en/auctions/ecatalogue/2010/impressionist-modern-art-evening-sale-l10006/lot.5.html
143,CLAUDE MONET,"fin d'après-midi, vétheuil",Impressionist & Modern Art,Sotheby's,New York,5 May 2010 ,USD,2800000,3500000,6242500,,https://www.sothebys.com/en/auctions/ecatalogue/2010/impressionist-modern-art-evening-sale-n08633/lot.32.html
144,CLAUDE MONET,péniches à asnières,Impressionist & Modern Art,Sotheby's,New York,5 May 2010 ,USD,1500000,2000000,2434500,,https://www.sothebys.com/en/auctions/ecatalogue/2010/impressionist-modern-art-evening-sale-n08633/lot.40.html
145,CLAUDE MONET,effet de printemps à giverny,Impressionist & Modern Art,Sotheby's,New York,5 May 2010 ,USD,10000000,15000000,15202500,,https://www.sothebys.com/en/auctions/ecatalogue/2010/impressionist-modern-art-evening-sale-n08633/lot.34.html
146,CLAUDE MONET,charing cross bridge,Impressionist & Modern Art,Sotheby's,New York,4 November 2009 ,USD,900000,1200000,1874500,,https://www.sothebys.com/en/auctions/ecatalogue/2009/impressionist-modern-art-evening-sale-n08587/lot.60.html
147,CLAUDE MONET,"la chapelle de notre-dame-de-grâce, honfleur",Impressionist & Modern Art,Sotheby's,New York,4 November 2009 ,USD,400000,600000,842500,,https://www.sothebys.com/en/auctions/ecatalogue/2009/impressionist-modern-art-evening-sale-n08587/lot.64.html
148,CLAUDE MONET,clématites,Impressionist & Modern Art,Sotheby's,New York,4 November 2009 ,USD,2500000,3500000,0,,https://www.sothebys.com/en/auctions/ecatalogue/2009/impressionist-modern-art-evening-sale-n08587/lot.44.html
149,CLAUDE MONET,route de giverny en hiver,Impressionist & Modern Art,Sotheby's,London,24 June 2009 ,GBP,3000000,4000000,3849250,,https://www.sothebys.com/en/auctions/ecatalogue/2009/impressionist-and-modern-art-evening-sale-l09606/lot.11.html
150,CLAUDE MONET,"voilier sur le petit bras de la seine, argenteuil",Impressionist & Modern Art,Sotheby's,New York,5 May 2009 ,USD,1200000,1800000,3498500,,https://www.sothebys.com/en/auctions/ecatalogue/2009/impressionist-modern-art-evening-sale-n08546/lot.18.html
151,CLAUDE MONET,paysage à port-villez,Impressionist & Modern Art,Sotheby's,New York,3 November 2008 ,USD,3500000,5000000,3442500,,https://www.sothebys.com/en/auctions/ecatalogue/2008/impressionist-modern-art-evening-sale-n08485/lot.11.html
152,CLAUDE MONET,printemps à vétheuil,Impressionist & Modern Art,Sotheby's,New York,3 November 2008 ,USD,1500000,2000000,1314500,,https://www.sothebys.com/en/auctions/ecatalogue/2008/impressionist-modern-art-evening-sale-n08485/lot.19.html
153,CLAUDE MONET,la cathédrale dans le brouillard,Impressionist & Modern Art,Sotheby's,New York,3 November 2008 ,USD,16000000,22000000,12682500,,https://www.sothebys.com/en/auctions/ecatalogue/2008/impressionist-modern-art-evening-sale-n08485/lot.54.html
154,CLAUDE MONET,"un chêne au bas-bréau, le bodmer",Impressionist & Modern Art,Sotheby's,New York,3 November 2008 ,USD,2000000,3000000,2042500,,https://www.sothebys.com/en/auctions/ecatalogue/2008/impressionist-modern-art-evening-sale-n08485/lot.10.html
155,CLAUDE MONET,"bords de la méditerranée, temps gris",Impressionist & Modern Art,Sotheby's,New York,3 November 2008 ,USD,3500000,5000000,3386500,,https://www.sothebys.com/en/auctions/ecatalogue/2008/impressionist-modern-art-evening-sale-n08485/lot.59.html
156,CLAUDE MONET,"l'hiver, près de lavacourt",Impressionist & Modern Art,Sotheby's,Paris,2–3 July 2008 ,EUR,600000,900000,744750,,https://www.sothebys.com/en/auctions/ecatalogue/2008/impressionist-and-modern-art-pf8008/lot.16.html
157,CLAUDE MONET,la plage à trouville,Impressionist & Modern Art,Sotheby's,London,25 June 2008 ,GBP,7000000,10000000,7657250,,https://www.sothebys.com/en/auctions/ecatalogue/2008/impressionist-modern-art-evening-sale-l08007/lot.10.html
158,CLAUDE MONET,paysage,Impressionist & Modern Art,Sotheby's,New York,8 May 2008 ,USD,100000,150000,193000,,https://www.sothebys.com/en/auctions/ecatalogue/2008/impressionist-modern-art-day-sale-n08438/lot.149.html
159,CLAUDE MONET,la vallée de la creuse à fresselines,Impressionist & Modern Art,Sotheby's,New York,7 May 2008 ,USD,1000000,1500000,1721000,,https://www.sothebys.com/en/auctions/ecatalogue/2008/impressionist-modern-art-evening-sale-n08437/lot.7.html
160,CLAUDE MONET,"le binnen-amstel, amsterdam",Impressionist & Modern Art,Sotheby's,London,6 February 2008 ,GBP,280000,350000,446100,,https://www.sothebys.com/en/auctions/ecatalogue/2008/impressionist-and-modern-art-day-sale-l08005/lot.428.html
161,CLAUDE MONET,le jardin de vétheuil,Impressionist & Modern Art,Sotheby's,London,5 February 2008 ,GBP,2400000,3400000,2260500,,https://www.sothebys.com/en/auctions/ecatalogue/2008/impressionist-and-modern-art-evening-sale-l08002/lot.69.html
162,CLAUDE MONET,la route de la ferme saint-siméon en hiver,Impressionist & Modern Art,Sotheby's,London,5 February 2008 ,GBP,3000000,4000000,4276500,,https://www.sothebys.com/en/auctions/ecatalogue/2008/impressionist-and-modern-art-evening-sale-l08002/lot.36.html
163,CLAUDE MONET,la seine au petit-gennevilliers,Impressionist & Modern Art,Sotheby's,New York,7 November 2007 ,USD,1500000,2000000,1721000,,https://www.sothebys.com/en/auctions/ecatalogue/2007/impressionist-modern-art-evening-sale-n08359/lot.17.html
164,CLAUDE MONET,la mer vue des falaises,Impressionist & Modern Art,Sotheby's,New York,7 November 2007 ,USD,1500000,2000000,1553000,,https://www.sothebys.com/en/auctions/ecatalogue/2007/impressionist-modern-art-evening-sale-n08359/lot.68.html
165,CLAUDE MONET,le palais dario,Impressionist & Modern Art,Sotheby's,New York,7 November 2007 ,USD,8000000,12000000,10401000,,https://www.sothebys.com/en/auctions/ecatalogue/2007/impressionist-modern-art-evening-sale-n08359/lot.13.html
166,CLAUDE MONET,"aiguille d'étretat, marée basse",Impressionist & Modern Art,Sotheby's,New York,7 November 2007 ,USD,1800000,2200000,1497000,,https://www.sothebys.com/en/auctions/ecatalogue/2007/impressionist-modern-art-evening-sale-n08359/lot.73.html
167,CLAUDE MONET,les nymphéas,Impressionist & Modern Art,Sotheby's,New York,8 November 2007 ,USD,600000,800000,1777000,,https://www.sothebys.com/en/auctions/ecatalogue/2007/impressionist-modern-art-day-sale-n08360/lot.144.html
168,CLAUDE MONET,paysage,Impressionist & Modern Art,Sotheby's,London,20 June 2007 ,GBP,50000,70000,60000,,https://www.sothebys.com/en/auctions/ecatalogue/2007/impressionist-modern-works-on-paper-l07009/lot.109.html
